Centorid_representative_sequence	Cluster_Bin_ID	dRep_Genome_Rank	Bin_Taxonomy	NCBI_Taxonomy	KO	Final_Taxonomy
Ga0114341_100519325	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10049772	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114348_10051111	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100191071	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10018057	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_100068927	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10055114	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114841_10135234	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226665_10010941	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100104849	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10012686	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226666_10066083	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100211511	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10118331	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10050714	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10047838	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_128306626	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100709732	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100321981	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226666_100058110	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100266320	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10141351	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10038252	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100205410	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_100376310	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10022816	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100031546	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100238911	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114338_10204853	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10024276	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_109235411	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10065218	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100881310	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226807_10029231	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10388121	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10064114	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10200313	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10039721	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226810_10027052	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10279201	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226807_10344713	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114359_10019892	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100087547	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10072661	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10031686	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100071823	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100292615	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10209742	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10179551	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10133629	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10056367	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100115801	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10179561	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_10040252	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10293901	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114347_10019387	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10153932	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114352_10052401	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10047336	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114344_10096281	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114356_100070812	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_100149010	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226817_1000028612	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307117_12769131	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10157491	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_1000101743	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10070722	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307118_14737574	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114356_10006048	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114341_100158794	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100002185	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114338_10204481	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114351_10154111	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0226806_1006731	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10003731	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100038010	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100077311	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114338_10043008	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_10014883	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114354_100792016	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0224719_10003841	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0071351_10005405	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_121865506	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114338_10139893	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_100015441	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100219417	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114348_10020381	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114337_100020836	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114336_10332411	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0307119_134147485	Not Binned	NA	Unassigned	Unassigned	katE	Unassigned
Ga0114341_101214051	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10014279	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10306381	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10782201	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10411914	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_107225152	Not Binned	NA	Unassigned	Microcystis	katG	Microcystis
Ga0114344_10491021	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114352_100005923	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10517082	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100034749	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10503861	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100977961	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10493242	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100216082	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10228942	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10228811	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100100007	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10029848	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10710061	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10048211	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10337912	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10833322	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10017558	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10116372	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_0551282_2232_4010	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100269435	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10271321	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0071351_10009121	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100758101	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10326262	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10542281	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10809911	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100294441	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10015116	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10557751	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10100801	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_101100341	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_1017889_2_1723	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10035826	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_101262218	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10086291	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226809_10076932	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10167471	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10054714	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10239331	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114348_10172021	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10007927	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_130619291	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10140472	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_101046931	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114338_10125212	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10811101	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10190564	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226809_10100042	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10144482	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10246983	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10491501	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10042672	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10048037	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10044033	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10570401	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10198744	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10129722	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100396081	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10426731	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307117_11081709	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100428722	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10114951	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226809_10035651	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114841_10043084	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10189411	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10222155	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10068515	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10482411	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_134371827	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10074302	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_100920925	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114359_10153592	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10704955	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_101077751	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10112371	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10369152	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10341081	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10276621	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10051131	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10172945	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_102116514	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10465061	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100142329	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100562483	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10087781	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10555911	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10158035	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10324781	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10005953	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10367313	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10339654	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10469372	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100171831	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10026025	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100641953	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10716731	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10383681	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10289045	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10257402	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0071351_10198522	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10336444	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_100327116	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_100596516	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10647812	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10300772	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10233792	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100204453	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307117_10784621	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10603411	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100444611	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10065145	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_0537160_23737_25449	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10419882	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100352872	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_100268114	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100048561	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100190385	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10356012	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_100082537	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10256775	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_137713873	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10144075	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10523801	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226666_10124281	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10066554	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_0508477_18676_20871	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10116009	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10055124	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10067061	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10059837	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10060086	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100516752	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10058604	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10226584	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10150041	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114347_10016645	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_100033249	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10173326	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10034526	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100127702	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_0474525_1_1812	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10086653	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10362861	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10006584	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10171761	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226809_10010482	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100195414	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10091001	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10629492	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10050442	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114348_10109802	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10320612	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114348_10223471	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10085994	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100238112	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114841_10174803	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_1135433511	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10012175	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100359798	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_1000703411	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10705571	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114338_10105176	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_100009227	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10492033	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0365732_0511175_1_1752	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100375261	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10162715	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10744931	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10149262	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10034659	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100013433	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10519371	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114352_10061512	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10269302	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10158854	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_122350261	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10087514	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10674531	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10500322	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10269913	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100932601	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10170962	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10160936	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10063762	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10066552	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10167914	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10657501	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10206027	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114841_10317707	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_100277910	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10346202	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114841_10343501	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10041466	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_100788814	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100998761	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114351_10316503	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114344_10081211	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226807_10310341	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10800591	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10351201	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0226810_10302241	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10051949	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307119_125590761	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_1000033236	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0307118_14376183	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100532152	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114841_10257293	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_10142513	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100086092	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100017171	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114341_100347232	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114356_10840891	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_100000422	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114354_100045617	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114337_10172885	Not Binned	NA	Unassigned	Unassigned	katG	Unassigned
Ga0114336_10313336	Not Binned	NA	Unassigned	Unassigned	ahpC	Unassigned
Ga0114336_10002908	Not Binned	NA	Unassigned	Unassigned	rpoB	Unassigned
Ga0114352_10000707	Bryobacter_all_normalized_coassembly_Metabat_Bin69.1.fa	Winning_Genome	Vampirovibrionales CoA8N M69	NA	rpoB	Vampirovibrionales CoA8N M69
Ga0114354_10030364	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	CCP	Verrucomicrobiaceae 49632 E14
Ga0114354_10018724	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	CCP	Verrucomicrobiaceae 49632 E14
Ga0114354_10072995	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	CCP	Verrucomicrobiaceae 49632 E14
Ga0114354_10037167	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	ahpC	Verrucomicrobiaceae 49632 E14
Ga0114354_100054918	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	rpoB	Verrucomicrobiaceae 49632 E14
Ga0114354_100150523	Sample_49632_14.fa	Winning_Genome	Verrucomicrobiaceae 49632 E14	NA	katG	Verrucomicrobiaceae 49632 E14
Ga0114341_100010023	Not Binned	NA	Unassigned	Verrucomicrobiae bacterium Tous-C5FEB	rpoB	Verrucomicrobiae bacterium Tous-C5FEB
Ga0114336_10019256	Sample_49613_30.fa	Winning_Genome	Xanthomonadaceae 49613 E30	NA	rpoB	Xanthomonadaceae 49613 E30
Ga0114336_10007051	Sample_49613_30.fa	Winning_Genome	Xanthomonadaceae 49613 E30	NA	katG	Xanthomonadaceae 49613 E30
Ga0114356_10664093	Bryobacter_all_coassembly_Metabat_Bin120.fa	Winning_Genome	Xanthomonadaceae CoA8 M120	NA	ahpC	Xanthomonadaceae CoA8 M120
